ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48233,Hutchinson,48233,"Hutchinson County, Texas",887.4199847,21105,0,10652,30,7074,272,4364,633,699,300,1206,201,1932,373,3807,613,3498,84,5303,88,3478,414,352,114,360,169,6404,264,214,89,938,183,61,46,265,103,135,64,20.8,3,7,3,17,2.8,13.8,2.7,18.1,2.9,16.6,0.4,25.1,0.4,16.6,2,5,1.6,1.8,0.9,30.3,1.3,2,0.8,8.8,1.7,0.9,0.6,3.7,1.4,0.6,0.3,0.2609,0.7945,0.2253,0.3162,0.6206,2.2175,0.3874,0.4427,0.6245,0.5494,0.2885,0.2292,2.1343,0.249,0.3123,0.3123,0.3123,0.5059,0.2213,0.0514,0.3123,0.1067,1.1976,0.0553,5.8617,0.1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21372,2409,489,453,135,4985,0,92,29,298,74,81,109,495,182,0,0,11.5,0,2.1,0.6,23.6,0,0.4,0.1,1.4,0.4,0.4,0.5,2.3,0.9,0,0.2
48,Texas,TX,48235,Irion,48235,"Irion County, Texas",1051.54339,1553,162,885,53,636,64,243,94,40,22,196,66,63,29,227,137,282,58,351,82,197,55,46,33,0,56,500,78,0,19,116,43,56,41,27,13,0,14,15.6,5.8,5.6,2.9,30.8,9.9,5.9,2.6,14.7,8.3,18.2,3.8,22.6,4.7,12.8,3.8,7.2,5.1,0,3.8,32.2,3.7,0,2.1,13.1,4.8,8.8,6.4,4.2,2,0,0.9,0.083,0.6087,0.9565,0.0079,0.2846,1.9407,0.2846,0.5534,0.3518,0.2213,0.6166,0,1.7431,0.0791,0.332,0.332,0.332,0,0.4506,0.9486,0.3874,0,1.7866,0.1542,5.8024,0.1383,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1609,385,250,76,42,424,59,0,14,0,14,0,14,0,14,0,0,24.8,2.6,4.9,2.7,27.3,4.7,0,2.9,0,2.9,0,2.9,0,2.9,0,2.9
48,Texas,TX,48237,Jack,48237,"Jack County, Texas",910.9712495,8888,0,4177,68,3169,197,2120,368,111,55,666,171,1163,199,1234,221,1584,58,1854,58,1256,211,198,105,348,113,2049,157,23,26,704,129,109,58,294,107,1132,167,27.3,4.7,3.3,1.6,21,5.2,18.9,3.2,15.9,2.8,17.8,0.7,20.9,0.7,16.2,2.7,6.2,3.3,4.1,1.3,23.1,1.8,0.6,0.6,16.9,3.1,3.4,1.8,9.3,3.3,12.7,1.9,0.5731,0.1937,0.5375,0.6245,0.3874,2.3162,0.4071,0.5296,0.1858,0.5138,0.4427,0.5929,2.2648,0.3755,0.1423,0.1423,0.1423,0.2055,0.668,0.4229,0.9368,0.917,3.1502,0.8498,7.8735,0.5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8556,1596,362,316,92,1515,0,22,34,0,20,0,20,130,85,66,66,20.6,0.4,3.6,1,17,0,0.2,0.4,0,0.5,0,0.5,1.5,1,0.7,1
48,Texas,TX,48239,Jackson,48239,"Jackson County, Texas",829.4423447,14822,0,6737,47,4924,282,3294,558,310,177,923,186,1844,284,2633,410,2685,84,3780,0,2737,379,226,97,345,133,6200,151,37,46,1225,223,205,89,284,126,208,96,22.7,3.8,4.8,2.8,18.7,3.6,18.6,2.8,18,2.8,18.1,0.6,25.5,0,18.7,2.6,4.6,2,2.5,1,41.8,1,0.5,0.7,18.2,3.3,4.2,1.8,5.8,2.6,1.4,0.6,0.3597,0.4743,0.332,0.5929,0.6087,2.3676,0.4229,0.5494,0.6522,0.751,0.2411,0.3953,2.589,0.6324,0.502,0.502,0.502,0.1818,0.7194,0.6008,0.6324,0.4466,2.581,0.5296,8.0396,0.5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14159,2600,583,1071,109,4936,0,58,60,6,20,6,12,123,81,0,0,17.8,0.1,7.2,0.7,33.3,0,0.4,0.4,0,0.1,0,0.1,0.8,0.5,0,0.3
48,Texas,TX,48241,Jasper,48241,"Jasper County, Texas",938.6546409,35562,0,17375,78,13725,464,11875,1372,1474,389,3059,437,3652,586,6573,1009,7121,155,8477,41,5782,727,1183,305,317,215,9096,223,276,140,4760,621,542,229,715,184,887,182,34.4,4,10.1,2.6,22.3,3.1,15,2.4,19,2.9,20,0.4,23.8,0.1,16.7,2.1,8.6,2.2,0.9,0.6,25.6,0.6,1.6,0.8,27.4,3.6,3.9,1.7,5.2,1.3,2.5,0.5,0.8458,0.9605,0.6245,0.3992,0.6838,3.5138,0.8577,0.668,0.4822,0.5652,0.7905,0.0909,2.5968,0.6364,0.2016,0.2016,0.2016,0.4269,0.9447,0.5494,0.5178,0.6206,3.0594,0.8142,9.3716,0.7628,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,33560,7765,1010,5849,130,2438,0,148,72,11,18,46,75,551,136,53,53,22.4,0.1,16.4,0.4,6.9,0,0.4,0.2,0,0.1,0.1,0.2,1.5,0.4,0.1,0.2
48,Texas,TX,48243,Jeff Davis,48243,"Jeff Davis County, Texas",2264.554732,2245,1564,1766,1062,991,1045,810,848,4,9,180,244,320,332,527,374,858,584,328,382,361,412,0,19,52,189,644,527,0,19,369,340,83,156,22,85,61,92,37.1,28.2,0.5,11.9,18.2,15.4,19.3,34.2,24.1,75.9,38.2,61.8,14.6,13.6,16.5,83.5,0,1.9,2.3,8.4,28.7,12.3,0,1.1,20.9,27.4,8.4,13,2.2,25.6,2.7,3.6,0.9051,0.0316,0.2964,0.6561,0.9051,2.7943,0.6482,0.996,0.0119,0.5375,0,0.3518,1.8972,0.1344,0.2648,0.2648,0.2648,0,0.8103,0.9368,0.083,0.6285,2.4586,0.4783,7.4149,0.415,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,4,2163,742,1999,21,17,603,526,0,14,0,14,0,14,20,32,0,0,34,24.5,0.9,3.7,26.9,73.1,0,2,0,2,0,2,0.9,5.7,0,2
48,Texas,TX,48245,Jefferson,48245,"Jefferson County, Texas",876.7612235,253136,0,108947,579,94012,1190,68421,3746,6305,837,24904,1390,27021,1343,47477,2305,36446,65,60934,67,36187,1611,9042,821,11533,1025,152111,1090,10009,924,3545,440,2416,483,7024,705,16174,1429,29,1.6,5.7,0.7,26.5,1.4,16.1,0.8,19.8,0.9,14.4,0.1,24.1,0,15.1,0.7,9.6,0.9,4.9,0.4,60.1,0.4,9.2,0.8,3.3,0.4,2.6,0.5,7.5,0.7,6.4,0.6,0.668,0.6324,0.8656,0.4664,0.7352,3.3676,0.8221,0.2806,0.5415,0.4032,0.8577,0.6798,2.7628,0.7352,0.7668,0.7668,0.7668,0.8735,0.0435,0.2885,0.8577,0.8103,2.8735,0.6996,9.7707,0.8063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278985,41804,3161,84529,669,53655,0,9604,276,494,220,122,36,3580,772,127,127,17.6,0.1,33.4,0.3,21.2,0,3.8,0.1,0.2,0.1,0,0.1,1.4,0.3,0.1,0.1
48,Texas,TX,48247,Jim Hogg,48247,"Jim Hogg County, Texas",1136.172598,5187,0,2370,225,1545,221,2045,533,176,142,333,101,720,204,952,346,722,219,1794,309,1133,286,161,80,180,123,4817,193,0,28,278,116,165,99,135,94,33,40,40.6,10.5,8.1,6.6,21.6,5.8,25.5,7.3,18.5,6.7,13.9,4.2,34.6,6,22,5.6,10.4,5,4.1,2.8,92.9,3.7,0,1.2,11.7,4.6,10.7,6.2,8.7,5.7,0.6,0.8,0.9447,0.8814,0.5771,0.8577,0.6364,3.8973,0.9407,0.2332,0.9921,0.9289,0.8972,0.5929,3.6443,0.9684,0.9723,0.9723,0.9723,0,0.3874,0.9842,0.9209,0.1067,2.3992,0.4427,10.9131,0.9249,1,0,0,0,0,1,0,1,1,0,0,2,1,1,0,0,1,1,0,2,6,5315,1601,446,2,4,4805,188,0,20,0,20,0,20,10,18,0,0,31.1,0.3,0,0.1,92.6,3.6,0,0.9,0,0.9,0,0.9,0.2,0.3,0,0.9
48,Texas,TX,48249,Jim Wells,48249,"Jim Wells County, Texas",865.1755767,40796,0,16409,53,12924,468,12650,1526,620,168,2603,446,5642,635,6698,927,6285,50,11387,136,6554,582,1141,334,1414,482,33539,169,133,85,2081,320,738,261,928,317,393,57,31.4,3.8,3.7,1,20.1,3.4,21.8,2.5,16.6,2.3,15.4,0.1,27.9,0.3,16.2,1.4,8.8,2.6,3.7,1.3,82.2,0.4,0.8,0.5,12.7,1.9,5.7,2,7.2,2.5,1,0.1,0.7866,0.253,0.4506,0.7549,0.4545,2.6996,0.6087,0.3676,0.8419,0.5138,0.8063,0.5534,3.083,0.834,0.9209,0.9209,0.9209,0.2411,0.4308,0.8103,0.83,0.2767,2.5889,0.5336,9.2924,0.751,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,41861,12521,1659,296,92,32780,0,218,30,70,92,0,30,155,95,20,20,31,0.1,0.7,0.2,80.4,0,0.5,0.1,0.2,0.2,0,0.1,0.4,0.2,0,0.1
48,Texas,TX,48251,Johnson,48251,"Johnson County, Texas",724.7813446,171359,0,62881,114,58270,591,31867,2421,2906,481,12531,913,15948,1150,28287,1769,24127,129,44448,80,18019,1087,4075,498,5322,789,49697,751,2124,374,12031,717,2552,504,1319,349,2725,278,18.9,1.4,3.5,0.6,21.5,1.6,14.2,1,16.7,1.1,14.1,0.1,25.9,0,10.7,0.6,7,0.9,3.3,0.5,29,0.4,3.4,0.6,19.1,1.1,4.4,0.9,2.3,0.6,1.6,0.2,0.166,0.2292,0.5692,0.3399,0.4625,1.7668,0.2292,0.2569,0.6957,0.1383,0.5731,0.5059,2.1699,0.2964,0.2767,0.2767,0.2767,0.6561,0.751,0.6561,0.0949,0.4941,2.6522,0.5652,6.8656,0.2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159030,18161,2192,6357,396,37660,0,1471,198,319,146,700,120,3109,571,81,81,10.8,0,3.7,0.2,22,0,0.9,0.1,0.2,0.1,0.4,0.1,1.8,0.3,0,0.1
48,Texas,TX,48253,Jones,48253,"Jones County, Texas",928.6049568,19874,0,7054,451,5646,400,3088,538,330,196,885,180,3119,290,2249,399,3075,0,3478,0,2313,307,357,140,315,125,8959,319,39,46,849,192,73,69,294,99,7084,462,24.2,4.1,6,3.4,15.7,3,21,2,17.5,2.9,15.5,0,17.5,0,18,2.3,6.3,2.4,1.7,0.7,45.1,1.6,0.6,0.7,12,2.7,1.3,1.2,5.2,1.6,35.6,2.3,0.4032,0.6798,0.17,0.7233,0.5494,2.5257,0.5217,0.3755,0.0316,0.6996,0.4545,0.1976,1.7588,0.083,0.6047,0.6047,0.6047,0.2055,0.4111,0.083,0.5178,1,2.2174,0.332,7.1066,0.3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16791,1880,697,2620,268,5523,0,68,39,43,36,0,22,678,163,27,27,14.7,0.5,13.2,1.4,27.8,0,0.3,0.2,0.2,0.2,0,0.2,3.4,0.8,0.1,0.1
48,Texas,TX,48255,Karnes,48255,"Karnes County, Texas",747.752036,15547,0,6063,146,4552,243,3381,495,184,88,719,208,2558,240,1835,435,2207,58,3370,124,1652,229,387,169,1245,360,10075,297,144,80,960,184,235,113,298,125,3674,379,27.8,4,3.5,1.7,15.8,4.5,24.3,2.3,14.8,3.3,14.2,0.4,21.7,0.8,13.3,1.9,8.5,3.7,8.5,2.5,64.8,1.9,2.4,1.3,15.8,3,5.2,2.5,6.5,2.8,23.6,2.4,0.5968,0.2292,0.1739,0.8221,0.3083,2.1303,0.3597,0.2609,0.2648,0.2885,0.7668,0.8577,2.4387,0.5138,0.8182,0.8182,0.8182,0.5692,0.5731,0.7668,0.7589,0.9763,3.6443,0.9565,9.0315,0.7115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,15330,2585,655,867,190,8640,0,86,116,18,27,0,22,464,193,0,0,21.8,0.7,5.6,1.2,55.6,0,0.6,0.7,0.1,0.2,0,0.3,3,1.2,0,0.3
48,Texas,TX,48257,Kaufman,48257,"Kaufman County, Texas",780.7841903,129792,0,42292,118,39237,411,23750,2047,3482,527,9933,816,11771,850,17262,1765,15267,81,36143,0,15212,931,3142,442,2877,541,50117,655,1711,415,5711,612,1552,356,1309,243,1447,255,18.5,1.6,5.3,0.8,25.3,2.1,14.2,1,13.4,1.4,11.8,0.1,27.8,0,11.8,0.7,8,1.1,2.4,0.4,38.6,0.5,4,1,13.5,1.4,4,0.9,3.3,0.6,1.1,0.2,0.1502,0.5692,0.8221,0.3399,0.1818,2.0632,0.336,0.1107,0.8379,0.1818,0.7036,0.3755,2.2095,0.3399,0.4427,0.4427,0.4427,0.7036,0.4625,0.5652,0.2451,0.3123,2.2887,0.3834,7.0041,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116514,15944,1487,16283,404,29087,0,1724,130,272,104,70,65,2572,471,109,109,12.4,0,12.5,0.3,22.4,0,1.3,0.1,0.2,0.1,0.1,0.1,2,0.4,0.1,0.1
48,Texas,TX,48259,Kendall,48259,"Kendall County, Texas",662.4535845,45491,0,16488,36,14789,314,5745,1215,949,313,2753,416,1853,464,4668,1167,8749,115,10635,185,5767,664,640,245,1113,523,12793,351,901,230,813,257,276,164,342,137,442,88,12.8,2.7,4.3,1.4,18.6,2.8,5.9,1.5,10.4,2.6,19.2,0.3,23.4,0.4,12.8,1.5,4.3,1.7,2.6,1.2,28.1,0.8,5.5,1.4,4.9,1.6,1.9,1.1,2.3,0.9,1,0.2,0.0277,0.3676,0.3281,0.0079,0.0672,0.7985,0.0395,0.6206,0.4387,0.2213,0.2016,0.4111,1.8933,0.1304,0.2609,0.2609,0.2609,0.8063,0.083,0.1542,0.0949,0.2767,1.4151,0.0791,4.3678,0.0356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44486,2836,903,196,153,10996,0,472,203,25,38,64,75,1040,226,0,0,6.3,2,0.4,0.3,24.2,0,1,0.4,0.1,0.1,0.1,0.2,2.3,0.5,0,0.1
48,Texas,TX,48261,Kenedy,48261,"Kenedy County, Texas",1458.561248,391,174,221,64,129,51,145,126,0,14,0,28,211,99,107,63,110,77,121,111,62,49,0,19,86,77,379,176,0,19,11,11,14,24,0,14,5,11,37.1,27.7,0,24.9,0,21.7,78.1,13.3,27.4,13.1,28.1,19.9,30.9,24.8,15.9,13.2,0,14.7,27,20.9,96.9,12.9,0,8.6,5,4.8,10.9,18.1,0,28.7,1.3,2.8,0.9051,0,0,1,0.9565,2.8616,0.664,0.9407,0.9368,0.4901,0,0.9921,3.3597,0.913,0.9921,0.9921,0.9921,0,0.087,0.9881,0,0.4032,1.4783,0.1028,8.6917,0.6719,1,0,0,1,1,3,1,1,0,0,1,3,1,1,0,0,1,0,0,1,8,716,149,237,0,14,378,174,1,3,0,14,0,14,0,14,0,0,38.6,17.4,0,10.9,96.7,4.9,0.3,0.7,0,10.9,0,10.9,0,10.9,0,10.9
48,Texas,TX,48263,Kent,48263,"Kent County, Texas",902.5064871,704,155,517,87,286,69,84,55,13,15,36,21,31,27,26,21,214,99,207,83,114,41,0,19,0,56,96,60,0,19,71,49,0,19,16,25,51,63,12.8,7.9,5,5.6,12.6,6.7,6.5,5.2,4,3.3,30.4,12.4,29.4,9.9,17.4,6.1,0,6.6,0,8.3,13.6,8,0,3.7,13.7,8.7,0,6.6,5.6,8.3,7.2,8.8,0.0277,0.5178,0.0791,0.0237,0,0.6483,0.0316,0.9684,0.9012,0.6403,0,0,2.5099,0.581,0.0158,0.0158,0.0158,0,0.4704,0,0.5929,0.8221,1.8854,0.2055,5.0594,0.0791,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,577,90,199,8,7,74,51,0,14,0,14,0,14,14,13,0,0,13.8,3.1,1.1,1,10.5,7.1,0,6.2,0,6.2,0,6.2,2,1.7,0,6.2
48,Texas,TX,48265,Kerr,48265,"Kerr County, Texas",1103.331872,52195,0,24796,77,21278,400,10896,1125,1029,281,4945,548,4050,623,8854,947,14316,105,10009,28,8910,793,1247,285,924,386,16645,312,1081,293,4930,446,709,283,687,226,1677,172,21.5,2.2,4.3,1.2,23.2,2.5,10.7,1.7,17.2,1.8,27.4,0.2,19.2,0.1,17.3,1.5,5.9,1.3,1.9,0.8,31.9,0.6,4.4,1.2,19.9,1.8,3.3,1.3,3.2,1.1,3.2,0.3,0.3162,0.3676,0.6917,0.1383,0.5178,2.0316,0.3202,0.9328,0.0791,0.6245,0.3953,0.2609,2.2926,0.4032,0.3281,0.3281,0.3281,0.7312,0.7668,0.4071,0.2372,0.6798,2.8221,0.6759,7.4744,0.4348,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51740,5702,821,814,131,14282,0,386,155,72,48,15,30,856,185,220,220,11.3,0,1.6,0.3,27.4,0,0.7,0.3,0.1,0.1,0,0.1,1.6,0.4,0.4,0.3
48,Texas,TX,48267,Kimble,48267,"Kimble County, Texas",1250.979762,4375,0,3318,128,1967,184,1433,267,69,53,379,108,539,138,854,159,1247,127,793,121,921,158,64,48,69,73,1217,160,37,23,624,132,61,43,95,50,29,25,33.2,6.2,3.2,2.4,19.3,5.2,16.3,4.1,19.7,3.7,28.5,2.9,18.1,2.8,21.2,3.6,3.3,2.4,1.7,1.8,27.8,3.7,1.1,0.7,18.8,3.9,3.1,2.2,4.8,2.5,0.7,0.6,0.8261,0.1818,0.3755,0.4743,0.7273,2.585,0.5573,0.9447,0.0553,0.8933,0.087,0.1976,2.1779,0.3083,0.253,0.253,0.253,0.3004,0.7391,0.3597,0.4625,0.1462,2.0079,0.2411,7.0238,0.336,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3886,810,239,27,33,1125,147,0,14,0,14,0,14,45,36,20,20,18.6,0.1,0.6,0.8,25.7,3.4,0,1,0,1,0,1,1,0.8,0.5,0.7
48,Texas,TX,48269,King,48269,"King County, Texas",910.872753,279,87,151,30,90,26,132,79,10,14,6,20,48,27,66,55,31,17,52,26,38,27,6,15,19,55,60,51,0,19,12,11,0,19,0,14,0,14,47.3,24.2,9.3,11.7,6.7,22.1,21.6,8.9,23.7,15.3,11.1,4.9,18.6,7.3,13.6,9,6.7,16.6,7.1,20.3,21.5,17,0,12.6,7.9,7.4,0,21.1,0,36.7,0,5,0.9802,0.9368,0.0158,0.751,0.8972,3.581,0.8814,0.0751,0.0711,0.3162,0.5099,0.83,1.8023,0.1028,0.1186,0.1186,0.1186,0,0.1858,0,0,0,0.1858,0.004,5.6877,0.1265,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,161,25,118,0,14,60,39,0,14,0,14,0,14,0,14,0,0,9,2.8,0,14.9,21.5,13.7,0,14.9,0,14.9,0,14.9,0,14.9,0,14.9
48,Texas,TX,48271,Kinney,48271,"Kinney County, Texas",1360.532809,3674,0,2010,206,1475,201,1161,399,15,24,144,78,548,204,597,276,1076,215,462,216,905,274,56,49,241,144,2246,245,31,50,339,144,0,19,96,69,230,137,33.7,11.5,1.1,1.8,9.8,5.1,19,7.7,17.3,7.6,29.3,5.9,12.6,5.9,26.3,7.8,3.8,3.3,6.9,4.1,61.1,6.7,1.5,2.5,16.9,6.7,0,1.3,6.5,4.6,6.3,3.7,0.83,0.0474,0.0356,0.6403,0.5257,2.079,0.3439,0.9526,0,0.9842,0.1383,0.8182,2.8933,0.7747,0.7866,0.7866,0.7866,0.4071,0.668,0,0.7589,0.7984,2.6324,0.5573,8.3913,0.6285,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3462,1161,386,0,14,2238,243,0,14,0,14,0,14,8,16,0,0,33.7,1.4,0,1.2,60.9,6.6,0,1.2,0,1.2,0,1.2,0.2,0.4,0,1.2
48,Texas,TX,48273,Kleberg,48273,"Kleberg County, Texas",881.3057858,30725,0,13310,125,11140,424,9921,1361,838,251,3187,518,3564,496,4627,686,4116,107,7495,163,4095,616,1269,307,859,342,24577,359,1277,315,899,247,938,312,856,279,1859,322,34.3,4.7,6,1.8,28.6,4.5,20.9,2.9,15.5,2.3,13.4,0.3,24.4,0.5,13.7,2,11.4,2.7,3,1.2,80,1.2,9.6,2.4,6.8,1.9,8.4,2.8,7.7,2.4,6.1,1,0.8379,0.6798,0.917,0.7194,0.3597,3.5138,0.8577,0.2055,0.5692,0.3241,0.9407,0.4625,2.502,0.5771,0.917,0.917,0.917,0.8775,0.1423,0.9368,0.8735,0.7905,3.6206,0.9526,10.5534,0.8933,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,4,33337,5420,1227,937,234,22439,0,702,87,19,31,0,30,423,247,57,57,18.8,0.2,3,0.8,73,0,2.3,0.3,0.1,0.1,0,0.1,1.4,0.8,0.2,0.2
48,Texas,TX,48275,Knox,48275,"Knox County, Texas",850.6207811,3679,0,2030,40,1394,94,956,190,76,43,198,62,476,87,585,132,680,37,938,23,711,99,92,35,161,80,1563,103,31,44,92,43,29,18,31,20,132,92,26.9,5.3,4.5,2.5,14.2,4.3,19.3,3.6,16.5,3.7,18.5,1,25.5,0.6,20,2.7,6.6,2.5,4.7,2.3,42.5,2.8,1.5,2.2,4.5,2.1,2.1,1.3,2.2,1.4,3.6,2.5,0.5494,0.419,0.1028,0.6561,0.4466,2.1739,0.3715,0.581,0.6522,0.8379,0.4941,0.664,3.2292,0.8854,0.5257,0.5257,0.5257,0.4071,0.0593,0.1779,0.083,0.7115,1.4388,0.0909,7.3676,0.3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,496,173,160,65,1283,0,45,58,0,14,0,14,75,50,0,0,14,0.4,4.3,1.8,34.9,0,1.2,1.6,0,1.2,0,1.2,2,1.4,0,1.2
48,Texas,TX,48277,Lamar,48277,"Lamar County, Texas",907.330683,49705,0,22807,101,19995,394,14327,1224,890,246,5442,586,4760,462,8310,825,9609,98,11833,82,9582,673,1671,303,505,210,13186,577,1188,269,1713,308,337,117,1444,260,673,153,29.2,2.5,3.9,1.1,27.2,2.9,13.9,1.4,16.9,1.7,19.3,0.2,23.8,0.2,19.5,1.4,8.4,1.5,1.1,0.5,26.5,1.2,5.2,1.2,7.5,1.4,1.7,0.6,7.2,1.3,1.4,0.3,0.6798,0.2806,0.8933,0.3241,0.4862,2.664,0.5929,0.6324,0.4822,0.8063,0.7431,0.1146,2.7786,0.7431,0.2253,0.2253,0.2253,0.7984,0.17,0.1225,0.83,0.4466,2.3675,0.4229,8.0354,0.5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51480,12195,1231,6409,254,4007,0,380,118,633,192,12,20,1734,466,11,11,24.9,0.1,12.9,0.5,8.1,0,0.8,0.2,1.3,0.4,0,0.1,3.5,0.9,0,0.1
48,Texas,TX,48279,Lamb,48279,"Lamb County, Texas",1016.180923,13018,0,6069,41,4706,177,4566,544,236,87,854,183,1998,243,3036,459,2194,49,3603,16,2158,238,433,139,744,209,7949,128,109,74,502,118,158,70,280,96,195,97,35.6,4.2,4.2,1.5,18.1,3.8,24.2,3,23.7,3.6,16.9,0.4,27.7,0.1,16.8,1.8,9.2,2.9,6.2,1.7,61.1,1,1.8,1.2,8.3,1.9,3.4,1.5,5.9,2,1.5,0.7,0.8656,0.3478,0.2846,0.8182,0.8972,3.2134,0.7708,0.4822,0.8261,0.5929,0.83,0.7945,3.5257,0.9526,0.7866,0.7866,0.7866,0.4664,0.2055,0.4229,0.6482,0.4743,2.2173,0.3281,9.743,0.8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12111,2886,480,418,80,7272,0,65,42,27,28,0,22,167,81,0,0,22.5,0.2,3.2,0.6,55.9,0,0.5,0.3,0.2,0.2,0,0.3,1.3,0.6,0,0.3
48,Texas,TX,48281,Lampasas,48281,"Lampasas County, Texas",712.5280907,21152,0,9459,52,7823,311,4218,734,661,223,1937,332,1518,275,2901,524,4242,173,4451,28,4560,499,432,165,137,113,5905,267,228,196,1535,248,194,97,424,161,256,111,20.2,3.5,7.1,2.3,24.8,4.1,10.1,1.8,13.9,2.5,20.1,0.8,21,0.1,21.9,2.4,5.5,2.1,0.7,0.6,27.9,1.3,2.4,2.1,16.2,2.6,2.5,1.2,5.4,2,1.2,0.5,0.2134,0.7984,0.7945,0.1028,0.2213,2.1304,0.3636,0.6719,0.1937,0.917,0.3478,0.0672,2.1976,0.3241,0.2569,0.2569,0.2569,0.5692,0.6087,0.253,0.5573,0.3478,2.336,0.3992,6.9209,0.2964,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,16692,3134,672,801,156,4161,0,242,51,167,99,101,6,433,184,0,0,15,0.1,3.8,0.7,19.7,0,1.1,0.2,0.8,0.5,0.5,0.1,2,0.9,0,0.2
